category,line,selector,tokens,hits
"suspected-dead","3808",".rich-text-editor ol ol, .rich-text-rendered ol ol","rich-text-editor rich-text-rendered",""
"suspected-dead","3814",".rich-text-editor ul ul, .rich-text-rendered ul ul","rich-text-editor rich-text-rendered",""
"suspected-dead","3820",".rich-text-editor li::marker, .rich-text-rendered li::marker","rich-text-editor rich-text-rendered",""
"suspected-dead","3825",".rich-text-editor li, .rich-text-rendered li","rich-text-editor rich-text-rendered",""
"suspected-dead","3829",".rich-text-editor strong, .rich-text-rendered strong, .rich-text-editor b, .rich-text-rendered b","rich-text-editor rich-text-rendered",""
"suspected-dead","3836",".orch-card .step-note-empty, .orch-card .step-note-preview, .orch-card .step-note-editor","orch-card step-note-empty step-note-preview step-note-editor",""
"suspected-dead","3841",".node-perspective-switch","node-perspective-switch",""
"suspected-dead","3851",".preview-matrix-stage-list","preview-matrix-stage-list",""
"suspected-dead","3857",".preview-matrix-stage","preview-matrix-stage",""
"suspected-dead","3871",".preview-matrix-stage strong","preview-matrix-stage",""
"suspected-dead","3876",".preview-matrix-stage em","preview-matrix-stage",""
"suspected-dead","3882",".node-perspective-btn","node-perspective-btn",""
"still-used","3892",".node-perspective-btn.active","node-perspective-btn active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","3897",".node-perspective-panel","node-perspective-panel",""
"still-used","3903",".node-perspective-panel.active","node-perspective-panel active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","3907",".orch-index","orch-index",""
"suspected-dead","3919",".orch-row-main","orch-row-main",""
"suspected-dead","3922",".orch-row-secondary","orch-row-secondary",""
"suspected-dead","3925",".orch-tech-field","orch-tech-field",""
"suspected-dead","3932",".orch-tech-field-wide","orch-tech-field-wide",""
"suspected-dead","3935",".orch-tech-field span","orch-tech-field",""
"suspected-dead","3941",".orch-actions","orch-actions",""
"suspected-dead","3947",".orch-name","orch-name",""
"suspected-dead","3950",".orch-flow-frame","orch-flow-frame",""
"suspected-dead","3957",".orch-flow-node-label","orch-flow-node-label",""
"suspected-dead","3968",".orch-flow-track","orch-flow-track",""
"suspected-dead","3975",".orch-flow-item","orch-flow-item",""
"suspected-dead","3980",".orch-flow-card","orch-flow-card",""
"suspected-dead","3992",".orch-flow-card strong","orch-flow-card",""
"suspected-dead","3998",".orch-flow-card span","orch-flow-card",""
"suspected-dead","4004",".orch-flow-card.tone-query","orch-flow-card tone-query",""
"suspected-dead","4008",".orch-flow-card.tone-check","orch-flow-card tone-check",""
"suspected-dead","4012",".orch-flow-card.tone-compute","orch-flow-card tone-compute",""
"suspected-dead","4016",".orch-flow-card.tone-service","orch-flow-card tone-service",""
"suspected-dead","4020",".orch-flow-card.tone-mutate","orch-flow-card tone-mutate",""
"suspected-dead","4024",".orch-flow-card.tone-custom","orch-flow-card tone-custom",""
"suspected-dead","4028",".orch-flow-index","orch-flow-index",""
"suspected-dead","4041",".orch-flow-text","orch-flow-text",""
"suspected-dead","4044",".orch-flow-arrow","orch-flow-arrow",""
"suspected-dead","4050",".orch-flow-empty","orch-flow-empty",""
"suspected-dead","4060",".ptf-wrap","ptf-wrap",""
"suspected-dead","4067",".ptf-se","ptf-se",""
"suspected-dead","4082",".ptf-outer-arrow, .ptf-inner-arrow","ptf-outer-arrow ptf-inner-arrow",""
"suspected-dead","4093",".ptf-node-frame","ptf-node-frame",""
"still-used","4106",".ptf-node-frame.active","ptf-node-frame active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","4110",".ptf-node-head","ptf-node-head",""
"suspected-dead","4117",".ptf-node-id","ptf-node-id",""
"suspected-dead","4130",".ptf-node-name","ptf-node-name",""
"suspected-dead","4135",".ptf-node-track","ptf-node-track",""
"suspected-dead","4141",".ptf-task-item","ptf-task-item",""
"suspected-dead","4153",".ptf-task-item.tone-query","ptf-task-item tone-query",""
"suspected-dead","4154",".ptf-task-item.tone-check","ptf-task-item tone-check",""
"suspected-dead","4155",".ptf-task-item.tone-compute","ptf-task-item tone-compute",""
"suspected-dead","4156",".ptf-task-item.tone-service","ptf-task-item tone-service",""
"suspected-dead","4157",".ptf-task-item.tone-mutate","ptf-task-item tone-mutate",""
"suspected-dead","4158",".ptf-task-item.tone-custom","ptf-task-item tone-custom",""
"suspected-dead","4159",".ptf-task-index","ptf-task-index",""
"suspected-dead","4172",".ptf-task-text","ptf-task-text",""
"suspected-dead","4175",".ptf-task-text strong","ptf-task-text",""
"suspected-dead","4181",".ptf-task-text span","ptf-task-text",""
"suspected-dead","4187",".ptf-empty","ptf-empty",""
"still-used","4196",".step-list","step-list","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4200",".step-row","step-row","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","4204",".step-row-top","step-row-top",""
"suspected-dead","4210",".step-num","step-num",""
"still-used","4211",".step-name","step-name","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4212",".step-name:focus, .step-name[style*=""height""]","step-name","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4214",".step-type","step-type","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4215","input.step-type-custom","step-type-custom","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4216",".step-actions","step-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4224",".step-action","step-action","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4239",".step-action:hover","step-action","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4244",".step-action:disabled","step-action","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4250",".step-del","step-del","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4252",".step-del:hover","step-del","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","4253",".step-note","step-note",""
"suspected-dead","4261",".step-note:focus","step-note",""
"suspected-dead","4266",".step-note-empty","step-note-empty",""
"suspected-dead","4270",".step-note-preview","step-note-preview",""
"suspected-dead","4279",".step-note-preview span","step-note-preview",""
"suspected-dead","4285",".step-note-editor","step-note-editor",""
"suspected-dead","4291",".step-note-actions","step-note-actions",""
"suspected-dead","4298",".step-note-tip","step-note-tip",""
"still-used","4305",".step-actions","step-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4309",".badge","badge","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/document/value-domain-model.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html"
"suspected-dead","4313",".badge-Query","badge-Query",""
"suspected-dead","4314",".badge-Check","badge-Check",""
"suspected-dead","4315",".badge-Compute","badge-Compute",""
"suspected-dead","4316",".badge-Mutate","badge-Mutate",""
"suspected-dead","4317",".badge-Fill","badge-Fill",""
"suspected-dead","4318",".badge-Select","badge-Select",""
"suspected-dead","4319",".eop-list","eop-list",""
"suspected-dead","4322",".eop-tag","eop-tag",""
"suspected-dead","4327",".eop-name","eop-name",""
"suspected-dead","4330",".eop-name:hover","eop-name",""
"suspected-dead","4331",".eop-ops","eop-ops",""
"suspected-dead","4332",".op-cb","op-cb",""
"suspected-dead","4333",".op-cb input","op-cb",""
"still-used","4334",".op-c","op-c","frontend-angular/src/app/core/shell/wait-dialog/wait-dialog.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"suspected-dead","4335",".op-u","op-u",""
"suspected-dead","4336",".op-d","op-d",""
"suspected-dead","4337",".eop-del","eop-del",""
"suspected-dead","4339",".eop-del:hover","eop-del",""
"suspected-dead","4340",".add-eop-row","add-eop-row",""
"suspected-dead","4347",".add-eop-row select","add-eop-row",""
"still-used","4348",".prototype-file-list","prototype-file-list","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4355",".prototype-file-item","prototype-file-item","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4366",".prototype-file-meta","prototype-file-meta","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4372",".prototype-file-name","prototype-file-name","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4377",".prototype-file-kind","prototype-file-kind","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","4381",".prototype-file-version","prototype-file-version","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
